"tower","calls_ratio","sms_ratio","vol_ratio","calls_ratio_var","sms_ratio_var","vol_ratio_var","calls_entropy","sms_entropy","sms2calls_ratio","calls_isolation","sms_isolation","og_calls_work_ratio","og_sms_work_ratio","og_vol_work_ratio","ic_calls_work_ratio","ic_sms_work_ratio","ic_vol_work_ratio","og_calls_peak_ratio","og_sms_peak_ratio","og_vol_peak_ratio","ic_calls_peak_ratio","ic_sms_peak_ratio","ic_vol_peak_ratio","og_calls_week_ratio","og_sms_week_ratio","og_vol_week_ratio","ic_calls_week_ratio","ic_sms_week_ratio","ic_vol_week_ratio","dist2d","calls_dist_mean","sms_dist_mean","calls2d_ratio","sms2d_ratio"
11,1.24253716947864,0.813545806362043,1.15649538824871,0.0151815294125347,0.00187553905410654,0.0005242744958139,8.35670948329347,6.7146887387544,0.429155259409552,1610,1598,0.00662041131504292,0.0339909134768021,0.000858824517063904,0.00844545229892025,0.0182931873268197,0.000642738295492918,0.506337093563371,0.29860043818057,2.76379770905963,2.03318684649189,0.292210477347324,9.27271837054446,0.28275271548473,0.285795650286536,0.263519544646478,0.273874237493558,0.283292261770474,0.25551370346573,6.51608116398032,26.9196542406603,10.8666894974239,0.750466279988786,0.871685315366658
12,1.31100622492216,0.822152460724199,1.14426346867121,0.00133376832116395,0.00202959048062623,0.000213030719219657,8.47537411727727,8.03786715904947,0.423070679091913,1605,1601,0.00472103442323339,0.0310114180887935,0.000653295804538076,0.00660255479114547,0.03237450671152,0.00086007971067285,0.905964611872146,0.619328707908024,6.37229965156794,3.45153705477663,0.188564682071176,1.46652225285545,0.278703374581044,0.301538899427447,0.275911326181897,0.283007792439319,0.296774420927803,0.27012029390211,5.88611674559221,28.7956989870104,14.0301124343484,0.744622918200075,0.733644392961158
13,1.17066151364004,1.23251429359373,0.964435886681599,0.128472104584955,1.15680940800627,0.0615924373355444,8.27344910481196,7.75031832927779,0.915318651507667,1611,1602,0.0216490903820955,0.0138408404961543,0.00210154474573179,0.0196187786256692,0.0174655477036017,0.00166482483631692,2.19409099231051,1.70039918761818,1.64289119429752,2.37958718944326,1.2933055265902,1.90638498172555,0.270496964396951,0.283853268934884,0.29309511570144,0.365071016237053,0.288738466001453,0.369469481684328,4.72712987284175,33.3346113168013,13.3085990981923,0.756071591180247,0.872611538039831
14,1.57524466707497,1.09052681602661,1.11492241574438,0.0495024573318388,1.02565809324343,0.019549931451731,8.37827534781438,7.41160294771981,0.777076824846647,1611,1608,0.0568589948236153,0.0367089824119681,0.00591012892410455,0.0765270476330739,0.0518347576091048,0.00624374919390505,0.343735799827033,1.22017274654349,0.455191490662347,0.241938490214352,1.07736082670603,0.442711907687888,0.245213839418056,0.243376426725827,0.268606655947348,0.260625438910012,0.252479431905777,0.286629279913817,4.73320532937652,36.0197239660982,19.9961642294133,0.738537380186999,0.847132928419208
15,1.00839430614312,0.862613477365988,1.1086022428429,0.0655452334149385,0.00196998772570857,0.00566972465699793,8.50438133875741,7.53030330485691,0.63360059786418,1610,1597,0.00947887405146897,0.0100659310975535,0.000724736293203779,0.00662547686403297,0.00926072312281714,0.000849518099068136,1.96001634209451,0.310495308749727,1.79891319729431,2.27882688453831,0.55837847935737,2.55996656916005,0.329121004040515,0.287099583971083,0.269341370903659,0.272011846311314,0.286392021728315,0.251902427459015,5.76643264379022,28.0056341287282,13.405160784022,0.758684274958927,0.859228899485755
16,0.442023182994141,0.886655187662214,0.982624476622527,0.0856710436103829,0.00104071748755644,0.000638462755889783,7.3656430083605,7.06574177380364,1.98155050968833,1611,1603,0.0307947240879276,0.00990403328580973,0.000733054558388804,0.0112459065968284,0.00917850694906077,0.000756549157449058,2.45395199357236,0.47602520470398,3.12292375425255,2.56582699619772,1.58502949852507,2.6253099539497,0.303234682705692,0.280519926434166,0.282438730851176,0.277735182050043,0.287044115408552,0.280057054079914,4.136125966072,27.2005036463633,13.3006714194324,0.800346819923651,0.845024686838765
17,1.21846780177016,0.893408261906862,1.03677179615307,0.0350477949689498,0.00892999514546066,0.0278535983580284,7.92830276710239,7.273799320686,0.562322471657561,1607,1597,0.00618664137457955,0.0105496037780786,0.000857792490701971,0.00681701016844218,0.00920002026720557,0.000527158724624884,3.45213863533033,0.777524613808817,2.96389214536929,4.57620769826918,0.43932898415657,10.0309782608696,0.287809799702493,0.293968758950899,0.278541261297724,0.283164198684181,0.288134744762316,0.272722012984453,4.21043364017995,44.0592146460286,16.7160044527068,0.702784666595603,0.841490443390848
18,0.567642509302515,0.83787788236466,1.01058717472657,0.229176443427588,5.88419481284882e-05,4.81952326746509e-06,7.95315318993954,7.16778772043648,1.18166872625348,1601,1550,0.186435041802662,0.0600248904079055,0.00734912435817896,0.0910191868857116,0.065735656656208,0.00716334859252683,1.13975761976384,6.24467979807978,1.71307982297984,1.74666559859014,2.04572794859342,1.8190447361024,0.369194654000391,0.301848205661639,0.29040262206667,0.322266667746483,0.301636660192241,0.281900898459907,4.05565282393587,41.6169567839308,22.7965910294132,0.733244371766787,0.813386046853662
19,1.0333138352942,1.0576376846792,0.947505890467868,0.234139889530054,0.158585046668534,0.0351694432591864,7.25465134106532,7.0969464979493,3.15901369625144,1609,1606,0.0688593692344425,0.00989824577508202,0.00104931177595819,0.0614663721625419,0.0112575226619123,0.00100386694866607,0.299980387612103,1.87147155752973,1.90747062042369,0.149366214349557,1.27829891218666,1.98094399710017,0.235855527338239,0.282659786124564,0.317927602154286,0.370845078509512,0.29359597591818,0.318656800766197,3.90202659791655,23.1610295607226,12.2184285640016,0.816465733051995,0.826184057141766
20,1.33578979075746,0.813687563428824,1.17737730707423,NA,NA,NA,8.43282412970912,7.36482620285217,0.424667519718073,1523,1295,0.561430189629132,1.30068289309574,0.0915215994211354,0.726177383312435,1.18177068156469,0.0705792871366021,0.220198675496689,0.252530128503895,1.67972940029254,3.4755129394783,0.190082030185126,5.30885625278149,0.399899311965095,0.392114004865459,0.403790172275086,0.394625682122267,0.398699771907437,0.391652054507618,5.55230633781608,28.0619855064926,12.9630944978502,0.765791846944864,0.862570753336333
21,0.639752327698785,0.816133579052629,1.0388122209211,0.161548921162771,0.000867921174888803,0.0222733858727723,8.52986897224501,8.13203603181976,1.28434550570937,1611,1605,0.0266997763304003,0.0314565694368864,0.000739635341710731,0.0129535058021175,0.017831613364532,0.000822573283929198,0.953336271076374,0.412669443274525,0.345579867997529,0.940064545873674,0.576662017666202,3.93266336785186,0.394023282995854,0.281588473448766,0.302069783425526,0.366567575151589,0.280373535740296,0.271853924894418,5.0428591514175,33.1993672751862,20.9727176968689,0.692847508701727,0.719416521143081
22,1.06754122686362,0.864464728355243,0.961760639966714,0.162777727523801,0.000705369553733698,0.0560535024576127,8.44809498473426,6.7495563184364,0.612623319739824,1610,1590,0.00805824639351853,0.0133937080348246,0.000773604227696485,0.00550638399665102,0.0086421053788704,0.000812259491161251,2.00429917370491,0.165745298133687,2.08117643385682,4.05562584938376,0.502687269062815,2.95249904616559,0.312071088889998,0.287712542352733,0.287328768075781,0.275471698113208,0.288625371790614,0.266562126348887,5.3278978315363,30.6750400251947,10.4240532337534,0.753274063191381,0.82774264942475
23,0.768974100087975,0.850153202811251,0.71809745584836,0.0692630211969375,0.0102426274796261,0.0476365180593981,8.49688361144811,8.27584628821279,1.79404871955556,1611,1605,0.0534987516808358,0.00644931186937054,0.00281162118833733,0.0344079054470726,0.00667450141069174,0.0015656738573493,0.608378870673953,0.444157065600752,0.206239354274403,0.474315012573071,1.64175130657726,1.40422783103655,0.179216818969172,0.267901431113957,0.598017228209392,0.550761140023214,0.274767099829191,0.357036766110634,4.65895241285191,31.8699733899865,17.2974919866309,0.712998629535068,0.791642544509244
24,1.46481815818185,1.40919512127029,0.980602042241732,0.00482956901344504,0.442241310595547,0.103139316865747,6.90439786482594,6.94942549503518,0.552630112180917,1611,1607,0.0380792389493685,0.024281544891231,0.00513487061141249,0.0478795448305021,0.0504458858454403,0.00483965817892918,0.485377963454432,1.29706845594696,0.356326918041372,0.332428646471721,1.02395132720645,0.884181692910078,0.279195554035318,0.280915429731295,0.307264293157313,0.278050925914676,0.290499217870289,0.365940420552076,3.5738384550571,24.9463408404085,11.2618058840505,0.813860239683735,0.766143422562643
25,1.35236471954269,0.797182627182015,1.10385420553554,0.00181784003569206,0.000947874563511459,0.000802929482250146,8.46051387648897,7.82947831927833,0.428399707654071,1604,1600,0.00533849487456675,0.0339180673982497,0.00378834955503001,0.012083723143223,0.0349988175959518,0.00451603559410978,4.11685193419298,1.25438145349527,0.657007081625047,1.18036477628954,1.09498011555489,0.451905878427847,0.234576251049676,0.2837540751222,0.243064616821972,0.226488883096579,0.274798572080275,0.231448176997691,3.62269284757712,28.2512999041603,21.7801707554961,0.768759163436074,0.809860295016231
26,1.20093886785765,1.00698797386941,1.03462307782632,0.0619932883285564,0.371658395724632,0.0227309779630097,7.53668400809628,7.12286479972472,0.735712944426013,1610,1606,0.022856259235284,0.0174331014872588,0.00135833325234935,0.023697749537852,0.0190910871308373,0.00154030942640992,0.204388943239148,2.09945642434741,2.47969758005663,0.714383049804387,1.52760196905767,2.25014768272381,0.261945200532024,0.275226664568242,0.284393036907418,0.285403472355688,0.275685833504748,0.293298576194874,3.5074897474897,33.7796478250583,14.2691556090164,0.774167906313182,0.863476322298231
27,1.33560859672576,0.837827283728965,1.11590975934208,0.0158799646754811,0.000549929549100641,0.00462635637370774,8.27740641796957,7.13515202809563,0.449294145879893,1606,1592,0.00653818952551827,0.0415355929590087,0.00343757015521286,0.00942373676686283,0.0422215975012312,0.0047175098717018,2.52725594884978,0.676103834993334,0.849524051275543,4.48092791530437,0.671735757606842,0.358022330291605,0.227950259024573,0.225845493063558,0.229380014774908,0.224847843362339,0.227757994603669,0.212209321811263,3.36738624150739,24.9158353866941,14.0567467484129,0.787360428791929,0.889663697343306
28,1.35916225238915,0.796288272674754,0.983091773370057,0.00147489467996284,0.00490985813295626,0.00215523299018868,7.56090800028247,7.44728813407559,0.414941604921906,1611,1607,0.0290891680850205,0.0343120216390661,0.00418501545791245,0.0346299585323483,0.0355231089080051,0.00417942641031339,0.506456641615673,1.27507555601478,0.481405099769186,0.405973157922657,1.11221198601696,0.412457912457912,0.298895348192184,0.29549629908131,0.28601077561091,0.297599695307976,0.296084804363133,0.277063903763872,2.98942895720945,36.726584273276,15.4616401360807,0.753588992986049,0.814940381032954
29,1.1406118834806,0.964489313322188,0.943660849125509,0.0196855170756333,0.00635662801661231,0.000950822280059119,7.5503389831727,7.42423216114478,0.532696866400688,1609,1595,0.0057433590854446,0.00902600739245722,0.000850571294907463,0.00801784168345833,0.0118157174089045,0.000611332296444109,3.6757072620295,2.44670349042191,1.22913761778003,4.07499746630181,1.85726806903991,4.83169262415516,0.24587141601236,0.276681538633666,0.291425027794883,0.293538113923551,0.265149127753694,0.285433733254709,2.9806603618021,37.9690208265733,17.653089332055,0.747483829536131,0.787965230323599
30,0.900712311570392,0.831572764583932,1.10688637179554,0.10285954113895,0.00110624529601461,0.00246643254159022,8.72046873785118,7.95918360730065,0.66854978868992,1611,1606,0.0123027439838097,0.00998118968928409,0.000683001541715064,0.00904032431935166,0.0045194655008949,0.000562782176188536,1.65932260510574,6.72693383038211,1.8469690424766,1.52406417112299,4.10780734809232,1.80660199499537,0.365251312938566,0.2409852591793,0.213343062523573,0.244737826903613,0.240440165277634,0.203185405791828,2.89552218902274,29.2248087668869,17.6125652812712,0.731014929002156,0.849021851020349
31,1.66292525261933,1.48136569060007,1.07773869183958,0.0191637051548144,0.366373107943522,0.0294444380390413,8.30607254800648,7.66679987022156,1.0116343821493,1610,1605,0.0405267273581126,0.014797664925671,0.00524099542667554,0.0558814951207578,0.024756368897656,0.00524135459999939,0.600616947922337,2.72864786313495,0.357772635845319,0.533651906786235,1.79100281162137,0.444167085406772,0.277876991393189,0.240854537688538,0.284014966736759,0.272860224914719,0.194197489453518,0.31566693532156,5.31550569644853,32.4603778557648,13.2173734842484,0.70783285422215,0.849486577718216
32,0.883831334719853,1.04149466250661,1.03949513609616,0.0986607353121093,0.0468606019078708,0.00284011343229536,8.73881568778731,7.83157756707605,0.761034412164672,1611,1607,0.0133712338603148,0.00986947753314496,0.000758087488269641,0.00947768456014696,0.0142678611159049,0.000635734455376969,2.08107986400378,0.677274598600247,2.25754499179439,2.22858241546955,0.607890499194847,2.47367539126646,0.396990413184615,0.303303346744157,0.237820484359953,0.285268260676032,0.349287071100531,0.224104448104892,3.21759269616725,25.9945453224841,14.9184198886243,0.746666389273717,0.822959310142099
33,1.19522508101862,0.859238376154622,1.11335299982769,0.0150530080147893,0.00114257648417657,0.000175428321875539,8.47193261680685,8.04936946256597,0.537317647563183,1610,1601,0.00828287819183022,0.00893924677096703,0.000729254100040447,0.00736083139512433,0.00755525886827602,0.000591543989269132,1.91605585988735,2.24396371249128,2.24399382221714,2.09682765936288,4.48930530164534,2.80571850212138,0.292328517044827,0.272798360333484,0.236242832118605,0.256869317186047,0.273873228285337,0.225176678389814,2.90177360343627,23.3975757914921,20.35919580187,0.761933107000518,0.81159627208296
34,0.360194527917919,0.874393379633961,0.856030180198422,0.0616062247755065,0.00140089007639469,0.0442287737587253,8.05701508744871,7.71858641880386,2.50083480449333,1609,1597,0.0418040800093562,0.0116973079248002,0.000991185308568488,0.0117939269089036,0.00732682736593015,0.000750339193727907,2.20346976587502,0.250095880180053,2.15643148862827,2.40380709890576,2.01577669902913,2.51363877118644,0.241877444245436,0.291033206460892,0.294008303038664,0.274625869388041,0.2906882932022,0.283415515093991,2.58784086012892,38.7326074430936,14.299630769268,0.728684003969889,0.840612033956232
35,0.579545630657874,0.832220406761393,0.980712002258718,0.0790990889185555,0.00753404189414906,0.00046815188136396,7.44023318105202,6.03891915259248,0.97314875639781,1606,1597,0.0170304860882152,0.0297503615833133,0.000795648627456328,0.00690435942251193,0.0329177785634306,0.000862472219229104,1.08510259227366,1.23847590586477,1.85937240577785,3.70599508394784,0.705765299168598,1.8146973999956,0.176027864263036,0.297246573364461,0.290260730200778,0.280603501426432,0.294443709769128,0.287643760472992,5.159037688769,29.4818818284609,11.5082770801815,0.720768208609428,0.839516301247245
36,1.30482680767444,0.869176542610011,1.09331522107663,0.00404018002855194,0.00112074474629104,0.000882833147858262,8.58890215111199,8.17199481594518,0.526154619770859,1608,1594,0.00541295513349844,0.00849903047577191,0.000831774499080939,0.0076233754159067,0.0068635654680323,0.000679809449414328,2.40262346252462,1.50155607225899,3.47703100248925,2.91832669322709,5.36354931375678,5.5873299928418,0.265562302500464,0.271994027530337,0.245662814349058,0.257924070528262,0.275590550201355,0.238802520868319,2.57107650846264,27.6372885365078,12.8919642674334,0.727064182257758,0.840975669482066
37,0.96774593454303,0.895036711781366,1.01415343085946,0.0338641783680804,0.00572142954359556,0.000913309434983469,8.53845716394428,8.1156548829516,0.70523872983339,1608,1605,0.0106528838395619,0.00774225364579966,0.000731187569674642,0.00791951591424697,0.00976817168570876,0.000991413298703068,1.57518017573304,2.72636429784138,1.91621670812352,1.57903007826005,2.30516592541909,2.04566129544092,0.34124007204341,0.253407357492852,0.222533298327306,0.246884307642321,0.2633999488242,0.221347801594476,2.7766204778459,24.0771681432135,16.8793723359648,0.780481516011648,0.76542240316796
38,0.799807034657248,0.902452011619386,0.912316414792003,0.151284882886074,0.00802539206862848,0.0116333131673767,8.81878879529391,7.28326175338784,1.00964930795076,1610,1603,0.0149590799217062,0.0107276652499362,0.00110455721368851,0.00933820961969747,0.00906769211616677,0.000887606692429734,2.08237495931431,1.10684705494143,1.84253633647746,2.27499914882026,1.14563186362891,2.20894396123754,0.418027142012234,0.292934065450032,0.299595522355577,0.32779644489491,0.292238536643412,0.272878803117762,2.24138294604376,35.3915086592037,19.0967330111917,0.71189245377541,0.807759261658799
39,0.81944712555882,0.898856965337916,0.906077807840135,0.130055624628109,0.00600469983545266,0.0251074604138836,8.67479676928868,7.59561949868695,1.01883146897003,1610,1598,0.0172524101297813,0.00728773262926036,0.000996866782767491,0.0117333323722618,0.00955014639273413,0.000784236025785161,1.60057948879206,4.3014725934006,2.07801047120419,1.675,0.810527033476512,1.41470129132964,0.432617453926021,0.297212360991724,0.308380857580368,0.328678142912394,0.294136384723937,0.269483643588134,2.27256442293199,27.7788384585415,11.3982350139669,0.747805725430936,0.867510457368703
40,1.06711906986603,0.845234419288029,1.13376170781405,0.0283825887880181,0.000360611406450998,0.000956378393242803,8.65958805152209,8.06131856774152,0.599993745055737,1612,1606,0.00996609306347059,0.00609258004669698,0.000803008026514693,0.00794373300994418,0.00818541066590849,0.000584832549593451,1.47434850570422,8.741,1.39886258837996,1.57419490633551,5.02768189976529,1.90491160588801,0.314704762643914,0.256883168354259,0.225471099527877,0.246534248426064,0.25784424267946,0.213284387355618,3.0042935961089,23.4764008871646,12.4809375147699,0.779226205549237,0.87387130870582
41,0.969021940528792,0.842455182254712,0.891658496885555,0.064664337925798,0.000620826602271911,0.0360406150737792,8.86120168182279,8.05494536653045,1.0149297242636,1611,1605,0.0235513462832378,0.00811769083688089,0.00115718170821796,0.0191485721431931,0.00695288228431304,0.000804220769661433,0.946509519492294,2.07995572857034,1.0526555732847,0.853472222222222,7.01155757182977,1.21436725602116,0.422975389121833,0.253999049823422,0.282023930087141,0.390820991769904,0.253330869235813,0.219892980642632,2.23744903110033,26.8468409439697,14.4121068083292,0.731316344293768,0.823860460388973
42,1.06002901981102,0.857241850256896,1.01613403057764,0.412823821314792,0.000958142698662887,0.0323461979403677,7.56626224408649,6.99506838757663,2.71687116466428,1610,1597,0.0592498474650447,0.0110235479822104,0.000922049581002701,0.0515998990909722,0.0104572725921185,0.000992096548299409,0.352136174945876,0.555159753485729,2.46448108482934,0.123050178537869,0.509016783716224,2.22213492741247,0.278163063860236,0.29686536409572,0.291338173315439,0.299307435607003,0.293257201029096,0.300551452311649,4.72713943366478,24.0762028633123,10.8092023139681,0.770714449312249,0.860897853481542
43,1.30593067372788,0.805900205405156,1.06967522134095,6.3602955446071e-06,0.0007284386847211,0.00127246087004384,8.64823317736376,7.38684015925085,0.413567522273512,1590,1549,0.0591147444875094,0.30400485697553,0.00890991388573478,0.0609060270332556,0.0782674421288283,0.0078027185843228,1.11104667219,0.512381552202914,2.54591097482899,1.2590392831093,1.44151914056589,2.02568501089527,0.277780968990297,0.279861736569217,0.262596182285199,0.276251011156361,0.283396801218583,0.258075220742134,2.86875077381716,29.1727256310764,13.5648786626867,0.720133102087883,0.857561196556215
44,1.30609955740844,0.849981804085584,0.978197723293817,0.000295274562406417,0.000196430603634177,0.000581153757672743,8.45764518097242,7.92408659998768,0.482544819410344,1603,1588,0.00599983657946501,0.0296046442544758,0.00084637058630538,0.00578948591258515,0.0202447262727291,0.000874116512876273,4.36618975020523,0.741456893178557,2.03443494863169,6.18806544754572,0.725639101635272,1.14483947234682,0.283332160947231,0.294927658381994,0.279560822437462,0.283670734400814,0.293783732163421,0.275430666071135,3.76477882240394,31.6846921009644,19.8878775622404,0.728332113645888,0.773031699694953
45,0.846931278136263,0.86421377999199,1.06423135733786,0.132464405335602,0.00416741548598379,0.000758517876092919,8.74706863829335,7.77215999605956,0.756051152991931,1609,1604,0.0113582880922483,0.00803120810143474,0.000671747516613533,0.00723101292522356,0.00914287347936766,0.000886597810257818,2.00357369758577,7.01073575722874,2.58140024038462,2.10013675213675,2.39527200646061,2.8311697677773,0.369216004062769,0.293026186406169,0.260151685323853,0.274305477019052,0.286043386795372,0.249448157418038,2.39257713686337,28.0849082243195,10.588335004275,0.751241222078499,0.858126887400062
46,1.0773277613355,1.23561132161925,0.829429799759673,0.038553505274654,0.12054342638035,0.0190839729660886,8.6307447516939,7.5625419517881,1.48040328277291,1608,1609,0.0403745599992301,0.0109605162638721,0.00275320594083588,0.0372180163457337,0.019252665731651,0.0020945862700383,1.43428664283393,0.701068910620878,1.06594484800496,1.39419461573169,0.594210024893205,1.71414572817868,0.546397612912051,0.308494005440482,0.616946192379119,0.639183355096379,0.380472834378692,0.493360452016327,2.18291453813469,28.39304626986,10.4008058674032,0.769020497616337,0.863114859157358
47,0.759658199643719,0.844617829162425,1.08319833524708,0.0316423582747284,0.00185173453006282,0.0042390139636826,8.67334336225046,8.20179841884198,0.929462060982263,1609,1607,0.0168368288373439,0.0049761149055358,0.000923111498197183,0.01094418642409,0.00747696967401319,0.000772579589423289,1.43986517225692,3.92265702071687,1.38337549530995,1.2509978543248,2.84053775380711,1.35625804375804,0.47565023808544,0.249080394941362,0.221641438519131,0.272588960717767,0.254453768172202,0.202658813100294,3.45906652218761,23.4929372497698,20.7533306240693,0.774080782244124,0.81333288386791
48,0.671427404712819,1.11157203160286,0.773162515275925,0.0749424907369456,0.364472045245989,0.0542479353457558,8.63997193419278,6.83493978905693,1.18480425338141,1611,1606,0.030995368376142,0.011083884134267,0.00170481924138373,0.0162648832744175,0.0166570285189743,0.00104873088486707,1.62236310804181,0.969945770614769,1.23289138607058,1.74094245796827,0.804724007009346,1.63310525405726,0.453324390073802,0.314615277277155,0.363594496992403,0.374738514504844,0.326013857764033,0.294205263149179,1.81613953939338,26.3890438371696,8.38527311221893,0.743446142807347,0.85716095422969
49,1.17508430233935,0.87817240909677,1.09384271636869,0.040362062452231,0.002632219041428,0.000532650629267745,8.69545271995039,7.77809776407531,0.574268846132813,1611,1607,0.00722429427660962,0.00803730909911571,0.00088788675121957,0.00622796793776322,0.00628714434510484,0.00076052468359571,2.2712947453316,3.95634819532909,3.29350522591403,2.50103153551429,2.9943082078834,4.58969624776653,0.295639408166897,0.264693416413692,0.237807706413374,0.259798391279303,0.266742243879472,0.231235232586375,2.04339048421194,24.7084879153114,10.393507113778,0.766441205695304,0.873565816022924
